Time (s),Temperature (K),Mass (mg)
3220.8,847.35801,0.1942
3223.2,847.754,0.1919
3225.6,848.15299,0.1881
3228,848.551,0.1857
3230.4,848.94999,0.1832
3232.8,849.34501,0.1794
3235.2,849.74698,0.1768
3237.6,850.14701,0.1736
3240,850.55399,0.1706
3242.4,850.94498,0.1671
3244.8,851.35203,0.1637
3247.2,851.741,0.1607
3249.6,852.145,0.1575
3252,852.54001,0.1533
3254.4,852.93802,0.1511
3256.8,853.33402,0.1481
3259.2,853.736,0.1449
3261.6,854.13297,0.1421
3264,854.53202,0.1385
3266.4,854.92802,0.1357
3268.8,855.32902,0.1316
3271.2,855.72098,0.1298
3273.6,856.12803,0.1269
3276,856.51902,0.1241
3278.4,856.92002,0.1214
3280.8,857.31901,0.1181
3283.2,857.71598,0.1153
3285.6,858.11198,0.1129
3288,858.51603,0.1102
3290.4,858.90098,0.1081
3292.8,859.30601,0.1054
3295.2,859.70298,0.103
3297.6,860.09897,0.1
3300,860.49802,0.0986
3302.4,860.895,0.0965
3304.8,861.29099,0.0945
3307.2,861.68497,0.0926
3309.6,862.08597,0.0897
3312,862.47599,0.0881
3314.4,862.88102,0.0872
3316.8,863.28,0.0852
3319.2,863.67698,0.0839
3321.6,864.05997,0.0813
3324,864.46702,0.0805
3326.4,864.86301,0.0796
3328.8,865.26102,0.0777
3331.2,865.65598,0.0767
3333.6,866.04697,0.0756
3336,866.44102,0.0743
3338.4,866.84098,0.0735
3340.8,867.22898,0.0728
3343.2,867.62601,0.072
3345.6,868.03098,0.0699
3348,868.421,0.0688
3350.4,868.81199,0.0685
3352.8,869.21299,0.0683
3355.2,869.60001,0.0677
3357.6,869.999,0.067
3360,870.40299,0.0666
3362.4,870.79801,0.0662
3364.8,871.19303,0.0657
3367.2,871.59,0.0652
3369.6,871.98698,0.0647
3372,872.387,0.0645
3374.4,872.77903,0.0645
3376.8,873.17899,0.0645
3379.2,873.58298,0.0645
3381.6,873.97703,0.0645
3384,874.37803,0.0645
3386.4,874.78898,0.0644
3388.8,875.18699,0.0643
3391.2,875.59098,0.0642
3393.6,875.986,0.0641
3396,876.38297,0.0639
3398.4,876.788,0.0638
3400.8,877.18302,0.0636
3403.2,877.59098,0.0635
3405.6,877.99998,0.0634
3408,878.4,0.0632
3410.4,878.79398,0.0631
3412.8,879.20298,0.0632
3415.2,879.60203,0.063
3417.6,880.00498,0.063
3420,880.405,0.0629
3422.4,880.809,0.0627
3424.8,881.21403,0.0626
3427.2,881.61997,0.0626
3429.6,882.02097,0.0625
3432,882.42502,0.0625
3434.4,882.81998,0.0624
3436.8,883.22397,0.0624
3439.2,883.62498,0.0622
3441.6,884.04001,0.0622
3444,884.44401,0.0621
3446.4,884.83903,0.062
3448.8,885.24698,0.0625
3451.2,885.65299,0.063
3453.6,886.05002,0.0633
3456,886.44797,0.0635
3458.4,886.84702,0.0637
3460.8,887.25901,0.0639
3463.2,887.64902,0.0642
3465.6,888.05997,0.0645
3468,888.45402,0.0647
3470.4,888.86301,0.0648
3472.8,889.254,0.0648
3475.2,889.65,0.0649
3477.6,890.05503,0.065
3480,890.46,0.0651
3482.4,890.86198,0.0651
3484.8,891.27598,0.0648
3487.2,891.671,0.0644
3489.6,892.06699,0.0643
3492,892.46799,0.0643
3494.4,892.86997,0.0643
3496.8,893.27903,0.0638
3499.2,893.67002,0.0636
3501.6,894.07999,0.0633
3504,894.48099,0.0632
3506.4,894.87699,0.0631
3508.8,895.28098,0.0631
3511.2,895.69303,0.0632
3513.6,896.09202,0.0632
3516,896.49698,0.0633
3518.4,896.90201,0.0634
3520.8,897.29099,0.0635
3523.2,897.69999,0.0635
3525.6,898.103,0.0635
3528,898.499,0.0635
3530.4,898.91599,0.0635
3532.8,899.30399,0.0635
3535.2,899.71097,0.0636
3537.6,900.11698,0.0637
3540,900.50699,0.0636
3542.4,900.91202,0.0637
3544.8,901.31699,0.0636
3547.2,901.715,0.0637
3549.6,902.11198,0.0637
3552,902.53702,0.0636
3554.4,902.92197,0.0637
3556.8,903.32902,0.0636
3559.2,903.736,0.0637
3561.6,904.13499,0.0637
3564,904.52598,0.0636
3566.4,904.93699,0.0637
3568.8,905.335,0.0636
3571.2,905.72898,0.0636
3573.6,906.14701,0.0635
3576,906.54398,0.0634
3578.4,906.94102,0.0634
3580.8,907.34897,0.0634
3583.2,907.73698,0.0634
3585.6,908.14799,0.0633
3588,908.53501,0.0634
3590.4,908.94303,0.0634
3592.8,909.34397,0.0634
3595.2,909.74998,0.0638
3597.6,910.14902,0.064
3600,910.55698,0.064
3602.4,910.94999,0.064
3604.8,911.35697,0.0642
3607.2,911.75602,0.0642
3609.6,912.15897,0.0643
3612,912.55802,0.0644
3614.4,912.96097,0.0645
3616.8,913.366,0.0645
3619.2,913.75901,0.0645
3621.6,914.163,0.0645
3624,914.56998,0.0645
3626.4,914.97703,0.0645
3628.8,915.36399,0.0645
3631.2,915.76499,0.0645
3633.6,916.17399,0.0645
3636,916.56302,0.0645
3638.4,916.97202,0.0645
3640.8,917.36997,0.0645
3643.2,917.76798,0.0645
3645.6,918.17698,0.0645
3648,918.577,0.0645
3650.4,918.973,0.0645
3652.8,919.36503,0.0644
3655.2,919.76798,0.0644
3657.6,920.17802,0.0644
3660,920.572,0.0643
3662.4,920.98099,0.0643
3664.8,921.37803,0.0643
3667.2,921.783,0.0642
3669.6,922.18003,0.0642
3672,922.58298,0.0643
3674.4,922.98899,0.0642
3676.8,923.38297,0.0642
3679.2,923.78098,0.0643
3681.6,924.18601,0.0649
3684,924.577,0.0652
3686.4,924.978,0.0654
3688.8,925.38901,0.0654
3691.2,925.79203,0.0653
3693.6,926.18302,0.0652
3696,926.59397,0.0654
3698.4,926.986,0.0653
3700.8,927.38401,0.0654
3703.2,927.78599,0.0654
3705.6,928.18198,0.066
3708,928.59202,0.0665
3710.4,928.98698,0.0668
3712.8,929.38798,0.067
3715.2,929.78501,0.0669
3717.6,930.19303,0.0669
3720,930.59202,0.0669
3722.4,930.99998,0.067
3724.8,931.405,0.0672
3727.2,931.80302,0.0672
3729.6,932.19797,0.0674
3732,932.603,0.0675
3734.4,933.00699,0.0674
3736.8,933.40201,0.0674
3739.2,933.79697,0.0673
3741.6,934.20499,0.0666
3744,934.60001,0.0662
3746.4,935.00602,0.066
3748.8,935.40598,0.0657
3751.2,935.80802,0.0655
3753.6,936.20103,0.0655
3756,936.611,0.0655
3758.4,937.01902,0.0655
3760.8,937.41398,0.0655
3763.2,937.81199,0.0655
3765.6,938.22501,0.0655
3768,938.62302,0.0655
3770.4,939.012,0.0655
3772.8,939.42899,0.0655
3775.2,939.83298,0.0655
3777.6,940.24003,0.0654
3780,940.62601,0.0654
3782.4,941.02701,0.0648
3784.8,941.42802,0.0642
3787.2,941.83597,0.0638
3789.6,942.23197,0.0637
3792,942.63602,0.0636
3794.4,943.02799,0.0636
3796.8,943.43998,0.0637
3799.2,943.84098,0.0637
3801.6,944.24698,0.0644
3804,944.655,0.0647
3806.4,945.05302,0.0648
3808.8,945.44602,0.065
3811.2,945.848,0.0652
3813.6,946.24302,0.0654
3816,946.64902,0.0656
3818.4,947.05399,0.0658
3820.8,947.452,0.066
3823.2,947.85502,0.0662
3825.6,948.25101,0.0664
3828,948.64298,0.0665
3830.4,949.04801,0.0665
3832.8,949.45298,0.0665
3835.2,949.85203,0.0669
3837.6,950.25602,0.0672
3840,950.65598,0.0675
3842.4,951.05601,0.0677
3844.8,951.45603,0.0679
3847.2,951.85001,0.0681
3849.6,952.25199,0.0684
3852,952.66001,0.0686
3854.4,953.06602,0.0688
3856.8,953.46799,0.069
3859.2,953.86802,0.069
3861.6,954.26298,0.069
3864,954.671,0.0689
3866.4,955.07603,0.0689
3868.8,955.47501,0.0689
3871.2,955.86997,0.0689
3873.6,956.27097,0.0688
3876,956.67698,0.0688
3878.4,957.07499,0.0688
3880.8,957.48301,0.0687
3883.2,957.86802,0.0687
3885.6,958.28098,0.0687
3888,958.67502,0.0686
3890.4,959.07999,0.0686
3892.8,959.48197,0.0686
3895.2,959.87803,0.0685
3897.6,960.275,0.0685
3900,960.68802,0.0685
3902.4,961.08701,0.0681
3904.8,961.48398,0.068
3907.2,961.887,0.0679
3909.6,962.283,0.0679
3912,962.69602,0.0679
3914.4,963.09,0.0679
3916.8,963.486,0.068
3919.2,963.89298,0.0676
3921.6,964.29203,0.0673
3924,964.69102,0.0673
3926.4,965.09501,0.0671
3928.8,965.50602,0.0671
3931.2,965.90201,0.067
3933.6,966.29099,0.0667
3936,966.70298,0.0662
3938.4,967.10398,0.0659
3940.8,967.50101,0.0656
3943.2,967.90098,0.0654
3945.6,968.29801,0.0652
3948,968.70701,0.0648
3950.4,969.10398,0.0647
3952.8,969.49998,0.0649
3955.2,969.908,0.0654
3957.6,970.30601,0.0656
3960,970.70902,0.0657
3962.4,971.103,0.0658
3964.8,971.51499,0.0659
3967.2,971.91099,0.0661
3969.6,972.31101,0.0662
3972,972.71299,0.0663
3974.4,973.10898,0.0664
3976.8,973.51798,0.0665
3979.2,973.91703,0.0666
3981.6,974.31998,0.0667
3984,974.71799,0.0668
3986.4,975.12198,0.0669
3988.8,975.52402,0.067
3991.2,975.91898,0.0671
3993.6,976.31901,0.0672
3996,976.71897,0.0673
3998.4,977.124,0.0674
4000.8,977.52201,0.0675
4003.2,977.92197,0.0675
4005.6,978.33201,0.0675
4008,978.73801,0.0675
4010.4,979.13297,0.0675
4012.8,979.54001,0.0675
4015.2,979.94303,0.0675
4017.6,980.33298,0.0675
4020,980.74497,0.0675
4022.4,981.14597,0.0675
4024.8,981.54203,0.0675
4027.2,981.94303,0.0675
4029.6,982.34,0.0675
4032,982.749,0.0675
4034.4,983.14799,0.0675
4036.8,983.559,0.0675
4039.2,983.94901,0.0674
4041.6,984.348,0.0674
4044,984.75999,0.0673
4046.4,985.15897,0.0673
4048.8,985.55997,0.0673
4051.2,985.96097,0.0672
4053.6,986.366,0.0672
4056,986.75999,0.0671
4058.4,987.17197,0.0671
4060.8,987.577,0.0671
4063.2,987.96403,0.0671
4065.6,988.366,0.0671
4068,988.76798,0.0671
4070.4,989.17802,0.0671
4072.8,989.58298,0.0671
4075.2,989.98002,0.0671
4077.6,990.37998,0.0671
4080,990.77598,0.0676
4082.4,991.18601,0.0685
4084.8,991.58298,0.0688
4087.2,991.98502,0.069
4089.6,992.38401,0.0692
4092,992.78501,0.0693
4094.4,993.18699,0.0695
4096.8,993.58903,0.0696
4099.2,993.98801,0.0698
4101.6,994.38602,0.0699
4104,994.79203,0.0701
4106.4,995.18802,0.0701
4108.8,995.59098,0.0701
4111.2,996.00797,0.07
4113.6,996.40403,0.07
4116,996.79697,0.0696
4118.4,997.20603,0.0695
4120.8,997.60697,0.0694
4123.2,998.00498,0.0693
4125.6,998.40598,0.0693
4128,998.801,0.0693
4130.4,999.20298,0.0693
4132.8,999.611,0.0694
4135.2,1000.01298,0.0694
4137.6,1000.40299,0.0695
4140,1000.81901,0.0695
4142.4,1001.21097,0.0695
4144.8,1001.61698,0.0696
4147.2,1002.01798,0.0696
4149.6,1002.413,0.0696
4152,1002.809,0.0697
4154.4,1003.21299,0.0697
4156.8,1003.61399,0.0698
4159.2,1004.00999,0.0698
4161.6,1004.405,0.0698
4164,1004.82102,0.0699
4166.4,1005.21598,0.0698
4168.8,1005.62101,0.0698
4171.2,1006.017,0.0697
4173.6,1006.42899,0.0693
4176,1006.81302,0.0691
4178.4,1007.21598,0.0691
4180.8,1007.61802,0.069
4183.2,1008.02,0.069
4185.6,1008.42301,0.0691
4188,1008.81498,0.069
4190.4,1009.22001,0.069
4192.8,1009.63199,0.0689
4195.2,1010.02299,0.0689
4197.6,1010.42899,0.0688
4200,1010.82902,0.0689
4202.4,1011.23002,0.0689
4204.8,1011.62302,0.0688
4207.2,1012.02201,0.0688
4209.6,1012.43003,0.0687
4212,1012.83298,0.0686
4214.4,1013.22599,0.0686
4216.8,1013.63199,0.0681
4219.2,1014.02701,0.0679
4221.6,1014.43601,0.0679
4224,1014.83298,0.0678
4226.4,1015.23899,0.0677
4228.8,1015.63401,0.0676
4231.2,1016.04697,0.0675
4233.6,1016.44797,0.0677
4236,1016.84397,0.0681
4238.4,1017.249,0.0682
4240.8,1017.65299,0.0683
4243.2,1018.04301,0.0684
4245.6,1018.45499,0.0685
4248,1018.85099,0.0687
4250.4,1019.25303,0.0687
4252.8,1019.642,0.0688
4255.2,1020.05198,0.069
4257.6,1020.45402,0.0693
4260,1020.85599,0.0695
4262.4,1021.26401,0.0698
4264.8,1021.67197,0.0699
4267.2,1022.072,0.07
4269.6,1022.47599,0.07
4272,1022.87601,0.07
4274.4,1023.28098,0.07
4276.8,1023.68802,0.07
4279.2,1024.07999,0.07
4281.6,1024.48899,0.07
4284,1024.89799,0.07
4286.4,1025.28898,0.07
4288.8,1025.69199,0.07
4291.2,1026.08701,0.07
4293.6,1026.49399,0.0701
4296,1026.89902,0.0701
4298.4,1027.30198,0.07
4300.8,1027.70902,0.0701
4303.2,1028.111,0.0701
4305.6,1028.50999,0.07
4308,1028.908,0.0701
4310.4,1029.31199,0.0701
4312.8,1029.71097,0.0697
4315.2,1030.10599,0.0692
4317.6,1030.50199,0.0691
4320,1030.91202,0.0691
4322.4,1031.30802,0.0686
4324.8,1031.71299,0.0683
4327.2,1032.11399,0.068
4329.6,1032.50602,0.0677
4332,1032.92301,0.0676
4334.4,1033.31199,0.0675
4336.8,1033.71598,0.0675
4339.2,1034.11802,0.0675
4341.6,1034.517,0.0675
4344,1034.92502,0.0675
4346.4,1035.32798,0.0675
4348.8,1035.72397,0.0674
4351.2,1036.12498,0.0673
4353.6,1036.517,0.0673
4356,1036.92502,0.0672
4358.4,1037.32999,0.0675
4360.8,1037.73197,0.068
4363.2,1038.13102,0.0682
4365.6,1038.525,0.0684
4368,1038.93003,0.0687
4370.4,1039.33799,0.0689
4372.8,1039.73099,0.0692
4375.2,1040.13798,0.0694
4377.6,1040.53599,0.0694
4380,1040.934,0.0693
4382.4,1041.33701,0.0693
4384.8,1041.73801,0.0693
4387.2,1042.14597,0.0694
4389.6,1042.53702,0.0694
4392,1042.94303,0.0696
4394.4,1043.34098,0.0696
4396.8,1043.73801,0.0697
4399.2,1044.13999,0.0696
4401.6,1044.54099,0.0695
4404,1044.94602,0.0694
4406.4,1045.34598,0.0693
4408.8,1045.749,0.0692
4411.2,1046.137,0.0691
4413.6,1046.551,0.069
4416,1046.95402,0.0689
4418.4,1047.348,0.0689
4420.8,1047.75199,0.0688
4423.2,1048.15598,0.0687
4425.6,1048.54801,0.0686
4428,1048.95798,0.0685
4430.4,1049.35203,0.0685
4432.8,1049.75199,0.0684
4435.2,1050.15299,0.0683
4437.6,1050.56302,0.0684
4440,1050.95798,0.0683
4442.4,1051.36002,0.0678
4444.8,1051.76603,0.0675
4447.2,1052.16202,0.0673
4449.6,1052.56302,0.0671
4452,1052.96,0.067
4454.4,1053.361,0.0669
4456.8,1053.76603,0.067
4459.2,1054.163,0.067
4461.6,1054.559,0.0671
4464,1054.96403,0.0671
4466.4,1055.36997,0.0671
4468.8,1055.76603,0.0672
4471.2,1056.17698,0.0672
4473.6,1056.56803,0.0673
4476,1056.96897,0.0673
4478.4,1057.37198,0.0674
4480.8,1057.76798,0.0675
4483.2,1058.176,0.0676
4485.6,1058.57499,0.0676
4488,1058.98002,0.0677
4490.4,1059.36698,0.0677
4492.8,1059.788,0.0677
4495.2,1060.189,0.0677
4497.6,1060.58201,0.0677
4500,1060.97397,0.0677
4502.4,1061.379,0.0679
4504.8,1061.77201,0.0682
4507.2,1062.18497,0.0683
4509.6,1062.577,0.0684
4512,1062.96799,0.0684
4514.4,1063.38798,0.0685
4516.8,1063.77799,0.0692
4519.2,1064.18198,0.0697
4521.6,1064.58597,0.07
4524,1064.97501,0.0704
4526.4,1065.38499,0.0706
4528.8,1065.78898,0.071
4531.2,1066.19401,0.0711
4533.6,1066.59397,0.0711
4536,1066.99802,0.071
4538.4,1067.39597,0.071
4540.8,1067.79203,0.071
4543.2,1068.20402,0.071
4545.6,1068.59397,0.071
4548,1069.00901,0.071
4550.4,1069.40702,0.071
4552.8,1069.80503,0.071
4555.2,1070.20902,0.071
4557.6,1070.60001,0.071
