Time (s),Temperature (K),Mass (mg)
4252.1,704.7,1.963
4254.5,705.1,1.962
4256.9,705.5,1.959
4259.3,705.9,1.958
4261.7,706.3,1.957
4264.1,706.7,1.956
4266.5,707.1,1.954
4268.9,707.5,1.952
4271.3,707.9,1.950
4273.7,708.3,1.949
4276.1,708.7,1.948
4278.5,709.1,1.946
4280.9,709.5,1.944
4283.3,709.9,1.943
4285.7,710.3,1.941
4288.1,710.7,1.939
4290.5,711.1,1.938
4292.9,711.5,1.937
4295.3,711.9,1.935
4297.7,712.3,1.933
4300.1,712.7,1.932
4302.5,713.1,1.930
4304.9,713.5,1.928
4307.3,713.9,1.926
4309.7,714.3,1.924
4312.1,714.7,1.923
4314.5,715.1,1.921
4316.9,715.5,1.920
4319.3,715.9,1.918
4321.7,716.3,1.916
4324.1,716.7,1.915
4326.5,717.1,1.914
4328.9,717.5,1.913
4331.3,717.9,1.911
4333.7,718.3,1.910
4336.1,718.7,1.907
4338.5,719.1,1.905
4340.9,719.5,1.903
4343.3,719.9,1.901
4345.7,720.2,1.899
4348.1,720.7,1.897
4350.5,721.0,1.896
4352.9,721.4,1.894
4355.3,721.8,1.892
4357.7,722.2,1.890
4360.1,722.6,1.890
4362.5,723.0,1.889
4364.9,723.4,1.888
4367.3,723.8,1.887
4369.7,724.2,1.887
4372.1,724.6,1.885
4374.5,725.0,1.883
4376.9,725.4,1.882
4379.3,725.8,1.880
4381.7,726.2,1.878
4384.1,726.6,1.877
4386.5,727.0,1.875
4388.9,727.4,1.872
4391.3,727.8,1.871
4393.7,728.2,1.870
4396.1,728.6,1.868
4398.5,729.0,1.866
4400.9,729.4,1.864
4403.3,729.8,1.861
4405.7,730.2,1.858
4408.1,730.6,1.855
4410.5,731.0,1.853
4412.9,731.4,1.852
4415.3,731.8,1.849
4417.7,732.2,1.848
4420.1,732.6,1.846
4422.5,733.0,1.843
4424.9,733.4,1.843
4427.3,733.8,1.841
4429.7,734.2,1.839
4432.1,734.6,1.837
4434.5,735.0,1.837
4436.9,735.4,1.836
4439.3,735.8,1.833
4441.7,736.1,1.832
4444.1,736.5,1.831
4446.5,737.0,1.829
4448.9,737.3,1.828
4451.3,737.7,1.826
4453.7,738.1,1.824
4456.1,738.5,1.823
4458.5,738.9,1.822
4460.9,739.3,1.821
4463.3,739.7,1.819
4465.7,740.1,1.817
4468.1,740.5,1.816
4470.5,740.9,1.814
4472.9,741.3,1.813
4475.3,741.7,1.812
4477.7,742.1,1.810
4480.1,742.5,1.808
4482.5,742.9,1.805
4484.9,743.3,1.804
4487.3,743.7,1.802
4489.7,744.1,1.801
4492.1,744.5,1.799
4494.5,744.9,1.797
4496.9,745.3,1.795
4499.3,745.7,1.793
4501.7,746.1,1.792
4504.1,746.5,1.790
4506.5,746.9,1.788
4508.9,747.3,1.786
4511.3,747.7,1.784
4513.7,748.1,1.783
4516.1,748.5,1.781
4518.5,748.9,1.779
4520.9,749.3,1.777
4523.3,749.7,1.776
4525.7,750.1,1.775
4528.1,750.5,1.772
4530.5,750.9,1.771
4532.9,751.3,1.769
4535.3,751.7,1.767
4537.7,752.1,1.765
4540.1,752.5,1.763
4542.5,752.9,1.761
4544.9,753.3,1.760
4547.3,753.7,1.758
4549.7,754.1,1.756
4552.1,754.5,1.754
4554.5,754.9,1.751
4556.9,755.3,1.749
4559.3,755.7,1.747
4561.7,756.1,1.745
4564.1,756.5,1.742
4566.5,756.9,1.741
4568.9,757.3,1.739
4571.3,757.7,1.737
4573.7,758.1,1.735
4576.1,758.5,1.734
4578.5,758.9,1.731
4580.9,759.3,1.730
4583.3,759.7,1.728
4585.7,760.1,1.727
4588.1,760.5,1.725
4590.5,760.9,1.722
4592.9,761.3,1.722
4595.3,761.7,1.721
4597.7,762.0,1.720
4600.1,762.4,1.718
4602.5,762.9,1.716
4604.9,763.2,1.714
4607.3,763.7,1.712
4609.7,764.0,1.710
4612.1,764.4,1.708
4614.5,764.8,1.706
4616.9,765.2,1.704
4619.3,765.6,1.702
4621.7,766.0,1.701
4624.1,766.4,1.699
4626.5,766.8,1.698
4628.9,767.2,1.696
4631.3,767.6,1.694
4633.7,768.0,1.693
4636.1,768.4,1.690
4638.5,768.8,1.689
4640.9,769.2,1.687
4643.3,769.6,1.684
4645.7,770.0,1.681
4648.1,770.4,1.679
4650.5,770.8,1.675
4652.9,771.2,1.674
4655.3,771.6,1.671
4657.7,772.0,1.670
4660.1,772.4,1.666
4662.5,772.8,1.664
4664.9,773.2,1.662
4667.3,773.6,1.660
4669.7,774.0,1.657
4672.1,774.4,1.656
4674.5,774.8,1.654
4676.9,775.2,1.652
4679.3,775.6,1.651
4681.7,776.0,1.649
4684.1,776.4,1.646
4686.5,776.8,1.645
4688.9,777.2,1.644
4691.3,777.6,1.642
4693.7,778.0,1.641
4696.1,778.4,1.640
4698.5,778.8,1.637
4700.9,779.2,1.636
4703.3,779.6,1.634
4705.7,780.0,1.631
4708.1,780.4,1.629
4710.5,780.8,1.627
4712.9,781.2,1.624
4715.3,781.6,1.623
4717.7,782.0,1.620
4720.1,782.4,1.619
4722.5,782.8,1.615
4724.9,783.2,1.614
4727.3,783.6,1.612
4729.7,784.0,1.611
4732.1,784.4,1.609
4734.5,784.8,1.608
4736.9,785.2,1.607
4739.3,785.5,1.606
4741.7,786.0,1.604
4744.1,786.3,1.602
4746.5,786.8,1.600
4748.9,787.2,1.599
4751.3,787.5,1.596
4753.7,788.0,1.594
4756.1,788.4,1.593
4758.5,788.7,1.589
4760.9,789.1,1.588
4763.3,789.5,1.586
4765.7,789.9,1.584
4768.1,790.3,1.580
4770.5,790.7,1.578
4772.9,791.1,1.576
4775.3,791.5,1.574
4777.7,791.9,1.572
4780.1,792.3,1.570
4782.5,792.7,1.567
4784.9,793.1,1.566
4787.3,793.5,1.564
4789.7,793.9,1.561
4792.1,794.3,1.561
4794.5,794.7,1.559
4796.9,795.1,1.558
4799.3,795.5,1.556
4801.7,795.9,1.554
4804.1,796.3,1.553
4806.5,796.7,1.552
4808.9,797.1,1.549
4811.3,797.5,1.546
4813.7,797.9,1.543
4816.1,798.3,1.541
4818.5,798.7,1.539
4820.9,799.1,1.536
4823.3,799.5,1.534
4825.7,799.9,1.532
4828.1,800.3,1.529
4830.5,800.7,1.526
4832.9,801.1,1.522
4835.3,801.5,1.519
4837.7,801.9,1.517
4840.1,802.3,1.515
4842.5,802.7,1.513
4844.9,803.1,1.510
4847.3,803.5,1.509
4849.7,803.9,1.507
4852.1,804.3,1.505
4854.5,804.7,1.504
4856.9,805.1,1.502
4859.3,805.5,1.500
4861.7,805.9,1.496
4864.1,806.3,1.496
4866.5,806.7,1.493
4868.9,807.1,1.492
4871.3,807.5,1.489
4873.7,807.9,1.489
4876.1,808.3,1.488
4878.5,808.7,1.486
4880.9,809.1,1.484
4883.3,809.5,1.481
4885.7,809.9,1.480
4888.1,810.3,1.478
4890.5,810.7,1.476
4892.9,811.1,1.474
4895.3,811.5,1.470
4897.7,811.9,1.468
4900.1,812.3,1.466
4902.5,812.7,1.463
4904.9,813.1,1.461
4907.3,813.5,1.460
4909.7,813.9,1.458
4912.1,814.3,1.456
4914.5,814.7,1.453
4916.9,815.1,1.451
4919.3,815.5,1.449
4921.7,815.9,1.447
4924.1,816.3,1.445
4926.5,816.7,1.442
4928.9,817.1,1.441
4931.3,817.5,1.439
4933.7,817.9,1.436
4936.1,818.3,1.434
4938.5,818.7,1.431
4940.9,819.1,1.429
4943.3,819.5,1.428
4945.7,819.9,1.426
4948.1,820.3,1.424
4950.5,820.7,1.421
4952.9,821.1,1.420
4955.3,821.5,1.417
4957.7,821.9,1.415
4960.1,822.2,1.413
4962.5,822.7,1.411
4964.9,823.0,1.409
4967.3,823.5,1.407
4969.7,823.8,1.405
4972.1,824.2,1.403
4974.5,824.6,1.401
4976.9,825.0,1.399
4979.3,825.4,1.397
4981.7,825.8,1.394
4984.1,826.2,1.393
4986.5,826.6,1.391
4988.9,827.0,1.388
4991.3,827.4,1.386
4993.7,827.8,1.384
4996.1,828.2,1.382
4998.5,828.6,1.381
5000.9,829.0,1.377
5003.3,829.4,1.376
5005.7,829.8,1.376
5008.1,830.2,1.374
5010.5,830.6,1.373
5012.9,831.0,1.370
5015.3,831.4,1.368
5017.7,831.8,1.366
5020.1,832.2,1.362
5022.5,832.6,1.359
5024.9,833.0,1.355
5027.3,833.4,1.352
5029.7,833.8,1.350
5032.1,834.2,1.347
5034.5,834.6,1.346
5036.9,835.0,1.345
5039.3,835.4,1.344
5041.7,835.8,1.342
5044.1,836.2,1.340
5046.5,836.6,1.338
5048.9,837.0,1.336
5051.3,837.4,1.334
5053.7,837.8,1.332
5056.1,838.2,1.329
5058.5,838.6,1.328
5060.9,839.0,1.326
5063.3,839.4,1.325
5065.7,839.8,1.322
5068.1,840.2,1.320
5070.5,840.6,1.319
5072.9,841.0,1.316
5075.3,841.4,1.314
5077.7,841.8,1.312
5080.1,842.2,1.309
5082.5,842.6,1.306
5084.9,843.0,1.305
5087.3,843.4,1.302
5089.7,843.8,1.301
5092.1,844.2,1.299
5094.5,844.6,1.296
5096.9,845.0,1.294
5099.3,845.4,1.292
5101.7,845.8,1.290
5104.1,846.2,1.290
5106.5,846.6,1.288
5108.9,847.0,1.287
5111.3,847.4,1.285
5113.7,847.8,1.283
5116.1,848.2,1.280
5118.5,848.6,1.278
5120.9,849.0,1.276
5123.3,849.4,1.273
5125.7,849.8,1.272
5128.1,850.2,1.270
5130.5,850.6,1.268
5132.9,851.0,1.265
5135.3,851.4,1.263
5137.7,851.8,1.261
5140.1,852.2,1.259
5142.5,852.6,1.256
5144.9,853.0,1.254
5147.3,853.4,1.252
5149.7,853.8,1.250
5152.1,854.2,1.248
5154.5,854.6,1.246
5156.9,855.0,1.243
5159.3,855.4,1.242
5161.7,855.8,1.238
5164.1,856.2,1.235
5166.5,856.6,1.232
5168.9,857.0,1.230
5171.3,857.4,1.227
5173.7,857.8,1.225
5176.1,858.2,1.223
5178.5,858.6,1.220
5180.9,859.0,1.218
5183.3,859.4,1.216
5185.7,859.8,1.214
5188.1,860.2,1.212
5190.5,860.6,1.210
5192.9,861.0,1.207
5195.3,861.4,1.205
5197.7,861.8,1.202
5200.1,862.2,1.200
5202.5,862.6,1.197
5204.9,863.0,1.195
5207.3,863.4,1.192
5209.7,863.8,1.191
5212.1,864.2,1.188
5214.5,864.6,1.187
5216.9,865.0,1.184
5219.3,865.4,1.181
5221.7,865.8,1.179
5224.1,866.2,1.177
5226.5,866.6,1.175
5228.9,867.0,1.174
5231.3,867.4,1.173
5233.7,867.8,1.171
5236.1,868.2,1.170
5238.5,868.6,1.169
5240.9,869.0,1.166
5243.3,869.4,1.165
5245.7,869.8,1.163
5248.1,870.2,1.162
5250.5,870.6,1.159
5252.9,871.0,1.158
5255.3,871.4,1.155
5257.7,871.8,1.154
5260.1,872.2,1.151
5262.5,872.6,1.149
5264.9,873.0,1.148
5267.3,873.4,1.146
5269.7,873.8,1.144
5272.1,874.2,1.142
5274.5,874.6,1.139
5276.9,875.0,1.137
5279.3,875.4,1.135
5281.7,875.8,1.133
5284.1,876.2,1.131
5286.5,876.6,1.129
5288.9,877.0,1.127
5291.3,877.4,1.124
5293.7,877.8,1.122
5296.1,878.2,1.120
5298.5,878.6,1.118
5300.9,879.0,1.116
5303.3,879.4,1.114
5305.7,879.8,1.112
5308.1,880.2,1.110
5310.5,880.6,1.108
5312.9,881.0,1.106
5315.3,881.4,1.103
5317.7,881.8,1.101
5320.1,882.2,1.098
5322.5,882.6,1.095
5324.9,883.0,1.093
5327.3,883.4,1.091
5329.7,883.8,1.090
5332.1,884.2,1.088
5334.5,884.6,1.085
5336.9,885.0,1.083
5339.3,885.4,1.081
5341.7,885.8,1.079
5344.1,886.2,1.076
5346.5,886.6,1.075
5348.9,887.0,1.073
5351.3,887.4,1.071
5353.7,887.8,1.069
5356.1,888.2,1.067
5358.5,888.6,1.064
5360.9,889.0,1.063
5363.3,889.4,1.060
5365.7,889.8,1.058
5368.1,890.2,1.056
5370.5,890.7,1.054
5372.9,891.1,1.052
5375.3,891.4,1.050
5377.7,891.8,1.049
5380.1,892.2,1.047
5382.5,892.6,1.044
5384.9,893.0,1.043
5387.3,893.4,1.041
5389.7,893.8,1.039
5392.1,894.2,1.037
5394.5,894.6,1.034
5396.9,895.0,1.033
5399.3,895.4,1.031
5401.7,895.9,1.030
5404.1,896.3,1.028
5406.5,896.7,1.026
5408.9,897.1,1.024
5411.3,897.5,1.022
5413.7,897.9,1.021
5416.1,898.3,1.018
5418.5,898.7,1.017
5420.9,899.1,1.014
5423.3,899.5,1.013
5425.7,899.9,1.011
5428.1,900.3,1.009
5430.5,900.7,1.007
5432.9,901.1,1.006
5435.3,901.5,1.004
5437.7,901.9,1.002
5440.1,902.2,1.000
5442.5,902.7,0.997
5444.9,903.1,0.996
5447.3,903.5,0.993
5449.7,903.9,0.991
5452.1,904.3,0.989
5454.5,904.7,0.988
5456.9,905.1,0.986
5459.3,905.5,0.984
5461.7,905.9,0.983
5464.1,906.3,0.982
5466.5,906.7,0.980
5468.9,907.1,0.979
5471.3,907.5,0.976
5473.7,907.9,0.975
5476.1,908.3,0.973
5478.5,908.7,0.972
5480.9,909.1,0.970
5483.3,909.5,0.968
5485.7,909.9,0.966
5488.1,910.3,0.965
5490.5,910.7,0.963
5492.9,911.1,0.961
5495.3,911.5,0.960
5497.7,911.9,0.958
5500.1,912.3,0.957
5502.5,912.7,0.955
5504.9,913.1,0.953
5507.3,913.5,0.952
5509.7,913.9,0.951
5512.1,914.3,0.950
5514.5,914.7,0.948
5516.9,915.1,0.947
5519.3,915.5,0.946
5521.7,915.9,0.943
5524.1,916.3,0.942
5526.5,916.7,0.941
5528.9,917.1,0.940
5531.3,917.5,0.939
5533.7,917.9,0.937
5536.1,918.3,0.936
5538.5,918.7,0.934
5540.9,919.1,0.933
5543.3,919.5,0.931
5545.7,919.9,0.929
5548.1,920.3,0.927
5550.5,920.7,0.925
5552.9,921.1,0.923
5555.3,921.5,0.922
5557.7,921.9,0.921
5560.1,922.3,0.918
5562.5,922.7,0.917
5564.9,923.1,0.916
5567.3,923.5,0.915
5569.7,923.9,0.914
5572.1,924.3,0.913
5574.5,924.7,0.912
5576.9,925.1,0.912
5579.3,925.5,0.911
5581.7,925.9,0.910
5584.1,926.3,0.909
5586.5,926.7,0.908
5588.9,927.1,0.908
5591.3,927.5,0.907
5593.7,927.9,0.906
5596.1,928.3,0.905
5598.5,928.7,0.904
5600.9,929.1,0.903
5603.3,929.5,0.902
5605.7,929.9,0.903
5608.1,930.3,0.902
5610.5,930.7,0.902
5612.9,931.1,0.902
5615.3,931.5,0.901
5617.7,931.9,0.901
5620.1,932.3,0.900
5622.5,932.7,0.900
5624.9,933.1,0.900
5627.3,933.5,0.899
5629.7,933.9,0.899
5632.1,934.3,0.899
5634.5,934.7,0.899
5636.9,935.1,0.898
5639.3,935.5,0.898
5641.7,935.9,0.898
5644.1,936.3,0.897
5646.5,936.7,0.897
5648.9,937.1,0.896
5651.3,937.5,0.896
5653.7,937.9,0.896
5656.1,938.3,0.895
5658.5,938.7,0.895
5660.9,939.1,0.895
5663.3,939.5,0.895
5665.7,939.9,0.896
5668.1,940.3,0.897
5670.5,940.7,0.898
5672.9,941.1,0.898
5675.3,941.5,0.898
5677.7,941.9,0.897
5680.1,942.3,0.897
5682.5,942.7,0.896
5684.9,943.1,0.895
5687.3,943.5,0.895
5689.7,943.9,0.895
5692.1,944.3,0.895
5694.5,944.7,0.895
5696.9,945.1,0.895
5699.3,945.5,0.895
5701.7,945.9,0.895
5704.1,946.3,0.895
5706.5,946.7,0.895
5708.9,947.1,0.895
5711.3,947.5,0.895
5713.7,947.9,0.895
5716.1,948.3,0.895
5718.5,948.7,0.895
5720.9,949.1,0.895
5723.3,949.5,0.895
5725.7,949.9,0.894
5728.1,950.3,0.894
5730.5,950.7,0.894
5732.9,951.1,0.894
5735.3,951.5,0.894
5737.7,951.9,0.894
5740.1,952.3,0.894
5742.5,952.7,0.894
5744.9,953.1,0.894
5747.3,953.5,0.893
5749.7,953.9,0.893
5752.1,954.3,0.893
5754.5,954.7,0.893
5756.9,955.1,0.893
5759.3,955.5,0.893
5761.7,955.9,0.893
5764.1,956.3,0.893
5766.5,956.8,0.893
5768.9,957.1,0.893
5771.3,957.6,0.893
5773.7,957.9,0.893
5776.1,958.4,0.893
5778.5,958.7,0.893
5780.9,959.1,0.893
5783.3,959.5,0.893
5785.7,959.9,0.893
5788.1,960.4,0.893
5790.5,960.8,0.893
5792.9,961.2,0.893
5795.3,961.6,0.893
5797.7,962.0,0.893
5800.1,962.4,0.893
5802.5,962.8,0.893
5804.9,963.2,0.893
5807.3,963.6,0.893
5809.7,964.0,0.893
5812.1,964.4,0.892
5814.5,964.8,0.892
5816.9,965.2,0.892
5819.3,965.6,0.892
5821.7,966.0,0.892
5824.1,966.4,0.892
5826.5,966.8,0.892
5828.9,967.2,0.892
5831.3,967.6,0.892
5833.7,968.0,0.892
5836.1,968.4,0.892
5838.5,968.8,0.892
5840.9,969.2,0.892
5843.3,969.6,0.893
5845.7,970.0,0.893
5848.1,970.4,0.893
5850.5,970.8,0.893
5852.9,971.2,0.893
5855.3,971.6,0.894
5857.7,972.0,0.895
5860.1,972.4,0.895
5862.5,972.8,0.895
5864.9,973.2,0.895
5867.3,973.6,0.895
5869.7,974.0,0.895
5872.1,974.4,0.895
5874.5,974.8,0.895
5876.9,975.2,0.895
5879.3,975.6,0.895
5881.7,976.0,0.895
5884.1,976.4,0.895
5886.5,976.8,0.894
5888.9,977.2,0.894
5891.3,977.6,0.894
5893.7,978.0,0.894
5896.1,978.4,0.894
5898.5,978.8,0.894
5900.9,979.2,0.893
5903.3,979.6,0.892
5905.7,980.0,0.892
5908.1,980.4,0.892
5910.5,980.8,0.891
5912.9,981.2,0.891
5915.3,981.6,0.891
5917.7,982.0,0.891
5920.1,982.4,0.891
5922.5,982.8,0.891
5924.9,983.2,0.890
5927.3,983.6,0.890
5929.7,984.0,0.890
5932.1,984.4,0.890
5934.5,984.8,0.890
5936.9,985.2,0.890
5939.3,985.6,0.889
5941.7,986.0,0.890
5944.1,986.4,0.891
5946.5,986.9,0.891
5948.9,987.2,0.891
5951.3,987.7,0.891
5953.7,988.0,0.891
5956.1,988.4,0.891
5958.5,988.9,0.891
5960.9,989.3,0.891
5963.3,989.7,0.891
5965.7,990.1,0.891
5968.1,990.5,0.891
5970.5,990.9,0.891
5972.9,991.3,0.891
5975.3,991.7,0.891
5977.7,992.1,0.891
5980.1,992.5,0.891
5982.5,992.9,0.891
5984.9,993.3,0.891
5987.3,993.7,0.891
5989.7,994.1,0.891
5992.1,994.5,0.891
5994.5,994.9,0.892
5996.9,995.3,0.893
5999.3,995.7,0.893
6001.7,996.1,0.893
6004.1,996.5,0.892
6006.5,996.9,0.892
6008.9,997.3,0.892
6011.3,997.7,0.892
6013.7,998.1,0.891
6016.1,998.5,0.891
6018.5,998.9,0.891
6020.9,999.3,0.891
6023.3,999.7,0.891
6025.7,1000.1,0.891
6028.1,1000.5,0.891
6030.5,1000.9,0.891
6032.9,1001.3,0.891
6035.3,1001.7,0.891
6037.7,1002.1,0.890
6040.1,1002.5,0.890
6042.5,1002.9,0.889
6044.9,1003.3,0.889
6047.3,1003.7,0.888
6049.7,1004.1,0.888
6052.1,1004.5,0.888
6054.5,1004.9,0.888
6056.9,1005.3,0.887
6059.3,1005.7,0.887
6061.7,1006.1,0.887
6064.1,1006.5,0.887
6066.5,1006.9,0.887
6068.9,1007.3,0.888
6071.3,1007.7,0.888
6073.7,1008.1,0.888
6076.1,1008.5,0.889
6078.5,1008.9,0.889
6080.9,1009.3,0.889
6083.3,1009.7,0.889
6085.7,1010.1,0.888
6088.1,1010.5,0.888
6090.5,1010.9,0.888
6092.9,1011.3,0.888
6095.3,1011.7,0.888
6097.7,1012.1,0.888
6100.1,1012.5,0.887
6102.5,1012.9,0.886
6104.9,1013.3,0.886
6107.3,1013.7,0.886
6109.7,1014.1,0.887
6112.1,1014.5,0.887
6114.5,1014.9,0.888
6116.9,1015.3,0.888
6119.3,1015.7,0.888
6121.7,1016.1,0.888
6124.1,1016.5,0.888
6126.5,1016.9,0.888
6128.9,1017.3,0.888
6131.3,1017.7,0.888
6133.7,1018.1,0.889
6136.1,1018.5,0.890
6138.5,1018.9,0.890
6140.9,1019.4,0.890
6143.3,1019.8,0.890
6145.7,1020.2,0.890
6148.1,1020.6,0.890
6150.5,1021.0,0.889
6152.9,1021.4,0.889
6155.3,1021.8,0.889
6157.7,1022.2,0.888
6160.1,1022.6,0.888
6162.5,1023.0,0.888
6164.9,1023.4,0.887
6167.3,1023.8,0.887
6169.7,1024.2,0.887
6172.1,1024.6,0.887
6174.5,1025.0,0.887
6176.9,1025.4,0.887
6179.3,1025.8,0.887
6181.7,1026.2,0.887
6184.1,1026.6,0.887
6186.5,1027.0,0.887
6188.9,1027.4,0.887
6191.3,1027.8,0.887
6193.7,1028.2,0.887
6196.1,1028.6,0.887
6198.5,1029.0,0.887
6200.9,1029.4,0.887
6203.3,1029.8,0.887
6205.7,1030.2,0.887
6208.1,1030.6,0.887
6210.5,1031.0,0.887
6212.9,1031.4,0.887
6215.3,1031.8,0.887
6217.7,1032.2,0.887
6220.1,1032.6,0.887
6222.5,1033.0,0.887
6224.9,1033.4,0.887
6227.3,1033.8,0.887
6229.7,1034.2,0.887
6232.1,1034.6,0.887
6234.5,1035.0,0.887
6236.9,1035.4,0.887
6239.3,1035.8,0.887
6241.7,1036.2,0.887
6244.1,1036.6,0.887
6246.5,1037.0,0.887
6248.9,1037.4,0.887
6251.3,1037.8,0.887
6253.7,1038.2,0.887
6256.1,1038.6,0.888
6258.5,1039.0,0.889
6260.9,1039.4,0.889
6263.3,1039.8,0.889
6265.7,1040.2,0.889
6268.1,1040.6,0.889
6270.5,1041.0,0.889
6272.9,1041.4,0.889
6275.3,1041.8,0.889
6277.7,1042.2,0.888
6280.1,1042.6,0.888
6282.5,1043.0,0.888
6284.9,1043.4,0.888
6287.3,1043.8,0.887
6289.7,1044.2,0.887
6292.1,1044.6,0.887
6294.5,1045.0,0.887
6296.9,1045.4,0.887
6299.3,1045.8,0.887
6301.7,1046.2,0.889
6304.1,1046.6,0.891
6306.5,1047.0,0.892
6308.9,1047.4,0.894
6311.3,1047.8,0.894
6313.7,1048.2,0.894
6316.1,1048.6,0.893
6318.5,1049.0,0.893
6320.9,1049.4,0.893
6323.3,1049.8,0.893
6325.7,1050.2,0.893
6328.1,1050.6,0.893
6330.5,1051.0,0.893
6332.9,1051.4,0.893
6335.3,1051.8,0.893
6337.7,1052.2,0.893
6340.1,1052.6,0.893
6342.5,1053.0,0.893
6344.9,1053.4,0.892
6347.3,1053.8,0.891
6349.7,1054.2,0.891
6352.1,1054.7,0.891
6354.5,1055.0,0.891
6356.9,1055.4,0.891
6359.3,1055.8,0.892
6361.7,1056.3,0.892
6364.1,1056.7,0.892
6366.5,1057.1,0.892
6368.9,1057.5,0.892
6371.3,1057.8,0.892
6373.7,1058.2,0.892
6376.1,1058.7,0.892
6378.5,1059.0,0.892
6380.9,1059.4,0.892
6383.3,1059.9,0.892
6385.7,1060.2,0.891
6388.1,1060.7,0.891
6390.5,1061.1,0.891
6392.9,1061.5,0.891
6395.3,1061.8,0.891
6397.7,1062.3,0.891
6400.1,1062.7,0.890
6402.5,1063.1,0.890
6404.9,1063.5,0.890
6407.3,1063.9,0.890
6409.7,1064.3,0.890
6412.1,1064.7,0.890
6414.5,1065.1,0.890
6416.9,1065.5,0.890
6419.3,1065.9,0.890
6421.7,1066.3,0.890
6424.1,1066.7,0.890
6426.5,1067.1,0.890
6428.9,1067.5,0.890
6431.3,1067.9,0.890
6433.7,1068.3,0.890
6436.1,1068.7,0.890
6438.5,1069.1,0.890
6440.9,1069.5,0.890
6443.3,1069.9,0.891
6445.7,1070.3,0.891
6448.1,1070.7,0.891
6456.0,1071.9,0.894
6480.0,1073.6,0.893
6504.0,1073.9,0.893
6528.0,1073.8,0.889
6552.0,1073.7,0.893
6576.0,1073.7,0.891
6600.0,1073.7,0.890
6624.0,1073.6,0.893
6648.0,1073.6,0.896
6672.0,1073.6,0.896
6696.0,1073.6,0.891
6720.0,1073.6,0.888
6744.0,1073.5,0.893
6768.0,1073.5,0.897
6792.0,1073.5,0.897
6816.0,1073.4,0.895
6840.0,1073.4,0.900
6864.0,1073.4,0.885
6888.0,1073.4,0.888
6912.0,1073.3,0.893
6936.0,1073.3,0.892
6960.0,1073.3,0.893
6984.0,1073.3,0.889
7008.0,1073.3,0.891
7032.0,1073.2,0.896
7056.0,1073.2,0.893
7080.0,1073.2,0.892
7104.0,1073.2,0.891
7128.0,1073.2,0.895
7152.0,1073.2,0.894
7176.0,1073.2,0.893
7200.0,1073.2,0.893
7224.0,1073.2,0.888
7248.0,1073.2,0.889
7272.0,1073.2,0.889
7296.0,1073.2,0.892
7320.0,1073.2,0.893
7344.0,1073.2,0.892
