Time (s),Temperature (K),Mass (mg)
2478.5,406.6,5.471
2480.9,407.1,5.471
2483.3,407.6,5.471
2485.7,408.1,5.471
2488.1,408.6,5.471
2490.5,409.0,5.471
2492.9,409.5,5.471
2495.3,410.0,5.471
2497.7,410.4,5.471
2500.1,410.9,5.470
2502.5,411.4,5.470
2504.9,411.8,5.471
2507.3,412.3,5.470
2509.7,412.8,5.470
2512.1,413.3,5.470
2514.5,413.7,5.470
2516.9,414.2,5.470
2519.3,414.7,5.470
2521.7,415.1,5.471
2524.1,415.6,5.471
2526.5,416.0,5.471
2528.9,416.5,5.471
2531.3,417.0,5.471
2533.7,417.4,5.472
2536.1,417.9,5.472
2538.5,418.4,5.472
2540.9,418.8,5.472
2543.3,419.3,5.472
2545.7,419.8,5.472
2548.1,420.2,5.472
2550.5,420.7,5.472
2552.9,421.1,5.472
2555.3,421.6,5.472
2557.7,422.0,5.472
2560.1,422.5,5.472
2562.5,422.9,5.472
2564.9,423.4,5.472
2567.3,423.9,5.472
2569.7,424.3,5.472
2572.1,424.7,5.472
2574.5,425.2,5.472
2576.9,425.7,5.472
2579.3,426.1,5.472
2581.7,426.6,5.472
2584.1,427.0,5.472
2586.5,427.5,5.471
2588.9,427.9,5.470
2591.3,428.4,5.469
2593.7,428.8,5.469
2596.1,429.2,5.468
2598.5,429.7,5.468
2600.9,430.1,5.468
2603.3,430.6,5.467
2605.7,431.0,5.467
2608.1,431.5,5.467
2610.5,431.9,5.467
2612.9,432.3,5.467
2615.3,432.8,5.466
2617.7,433.2,5.466
2620.1,433.7,5.466
2622.5,434.1,5.465
2624.9,434.5,5.465
2627.3,435.0,5.465
2629.7,435.4,5.465
2632.1,435.8,5.465
2634.5,436.3,5.465
2636.9,436.7,5.465
2639.3,437.1,5.465
2641.7,437.6,5.465
2644.1,438.0,5.465
2646.5,438.4,5.465
2648.9,438.9,5.465
2651.3,439.3,5.465
2653.7,439.7,5.465
2656.1,440.1,5.465
2658.5,440.6,5.464
2660.9,441.0,5.463
2663.3,441.4,5.463
2665.7,441.8,5.463
2668.1,442.3,5.463
2670.5,442.7,5.463
2672.9,443.1,5.463
2675.3,443.5,5.464
2677.7,444.0,5.464
2680.1,444.4,5.464
2682.5,444.8,5.464
2684.9,445.2,5.463
2687.3,445.7,5.463
2689.7,446.1,5.462
2692.1,446.5,5.461
2694.5,446.9,5.461
2696.9,447.3,5.461
2699.3,447.8,5.461
2701.7,448.2,5.460
2704.1,448.6,5.460
2706.5,449.0,5.460
2708.9,449.5,5.459
2711.3,449.9,5.459
2713.7,450.3,5.459
2716.1,450.7,5.459
2718.5,451.1,5.459
2720.9,451.5,5.459
2723.3,452.0,5.459
2725.7,452.4,5.458
2728.1,452.8,5.458
2730.5,453.2,5.458
2732.9,453.6,5.457
2735.3,454.0,5.456
2737.7,454.4,5.456
2740.1,454.9,5.456
2742.5,455.3,5.455
2744.9,455.7,5.455
2747.3,456.1,5.455
2749.7,456.5,5.455
2752.1,456.9,5.454
2754.5,457.3,5.454
2756.9,457.7,5.454
2759.3,458.2,5.454
2761.7,458.6,5.453
2764.1,459.0,5.453
2766.5,459.4,5.453
2768.9,459.8,5.453
2771.3,460.2,5.452
2773.7,460.6,5.451
2776.1,461.0,5.451
2778.5,461.4,5.450
2780.9,461.8,5.449
2783.3,462.2,5.449
2785.7,462.7,5.449
2788.1,463.1,5.448
2790.5,463.5,5.448
2792.9,463.9,5.448
2795.3,464.3,5.448
2797.7,464.7,5.447
2800.1,465.1,5.447
2802.5,465.5,5.446
2804.9,465.9,5.446
2807.3,466.3,5.446
2809.7,466.7,5.446
2812.1,467.1,5.445
2814.5,467.5,5.445
2816.9,468.0,5.444
2819.3,468.4,5.444
2821.7,468.8,5.443
2824.1,469.2,5.442
2826.5,469.6,5.441
2828.9,470.0,5.440
2831.3,470.4,5.438
2833.7,470.8,5.437
2836.1,471.2,5.436
2838.5,471.6,5.435
2840.9,472.0,5.434
2843.3,472.4,5.433
2845.7,472.8,5.433
2848.1,473.2,5.432
2850.5,473.6,5.432
2852.9,474.0,5.431
2855.3,474.4,5.431
2857.7,474.8,5.430
2860.1,475.2,5.429
2862.5,475.6,5.428
2864.9,476.0,5.427
2867.3,476.4,5.426
2869.7,476.8,5.426
2872.1,477.2,5.425
2874.5,477.6,5.424
2876.9,478.0,5.423
2879.3,478.4,5.422
2881.7,478.8,5.421
2884.1,479.2,5.420
2886.5,479.6,5.418
2888.9,480.0,5.418
2891.3,480.4,5.417
2893.7,480.8,5.416
2896.1,481.2,5.415
2898.5,481.6,5.414
2900.9,482.0,5.413
2903.3,482.4,5.412
2905.7,482.8,5.411
2908.1,483.2,5.410
2910.5,483.6,5.410
2912.9,484.0,5.409
2915.3,484.4,5.408
2917.7,484.8,5.407
2920.1,485.2,5.406
2922.5,485.6,5.405
2924.9,486.0,5.404
2927.3,486.4,5.402
2929.7,486.8,5.400
2932.1,487.2,5.399
2934.5,487.6,5.399
2936.9,488.0,5.398
2939.3,488.4,5.397
2941.7,488.8,5.396
2944.1,489.2,5.395
2946.5,489.6,5.394
2948.9,490.0,5.393
2951.3,490.4,5.393
2953.7,490.8,5.391
2956.1,491.2,5.390
2958.5,491.6,5.389
2960.9,492.0,5.388
2963.3,492.4,5.386
2965.7,492.8,5.384
2968.1,493.2,5.383
2970.5,493.6,5.381
2972.9,494.0,5.379
2975.3,494.4,5.378
2977.7,494.8,5.376
2980.1,495.2,5.373
2982.5,495.5,5.371
2984.9,495.9,5.370
2987.3,496.3,5.369
2989.7,496.7,5.367
2992.1,497.1,5.365
2994.5,497.5,5.364
2996.9,497.9,5.363
2999.3,498.3,5.362
3001.7,498.7,5.360
3004.1,499.1,5.358
3006.5,499.5,5.356
3008.9,499.9,5.354
3011.3,500.3,5.352
3013.7,500.7,5.349
3016.1,501.1,5.348
3018.5,501.5,5.347
3020.9,501.9,5.345
3023.3,502.3,5.343
3025.7,502.7,5.341
3028.1,503.1,5.339
3030.5,503.5,5.337
3032.9,503.9,5.335
3035.3,504.3,5.333
3037.7,504.7,5.331
3040.1,505.1,5.329
3042.5,505.5,5.326
3044.9,505.8,5.325
3047.3,506.2,5.323
3049.7,506.6,5.320
3052.1,507.0,5.318
3054.5,507.4,5.315
3056.9,507.8,5.313
3059.3,508.2,5.310
3061.7,508.6,5.307
3064.1,509.0,5.305
3066.5,509.4,5.303
3068.9,509.8,5.301
3071.3,510.2,5.298
3073.7,510.6,5.296
3076.1,511.0,5.293
3078.5,511.4,5.290
3080.9,511.8,5.287
3083.3,512.2,5.286
3085.7,512.6,5.283
3088.1,513.0,5.281
3090.5,513.4,5.278
3092.9,513.8,5.276
3095.3,514.1,5.273
3097.7,514.5,5.271
3100.1,514.9,5.267
3102.5,515.3,5.265
3104.9,515.7,5.262
3107.3,516.1,5.259
3109.7,516.5,5.257
3112.1,516.9,5.255
3114.5,517.3,5.251
3116.9,517.7,5.247
3119.3,518.1,5.244
3121.7,518.5,5.241
3124.1,518.9,5.237
3126.5,519.3,5.234
3128.9,519.7,5.231
3131.3,520.1,5.228
3133.7,520.5,5.225
3136.1,520.9,5.222
3138.5,521.2,5.220
3140.9,521.6,5.217
3143.3,522.0,5.214
3145.7,522.4,5.209
3148.1,522.8,5.206
3150.5,523.2,5.202
3152.9,523.6,5.199
3155.3,524.0,5.195
3157.7,524.4,5.191
3160.1,524.8,5.187
3162.5,525.2,5.184
3164.9,525.6,5.180
3167.3,526.0,5.176
3169.7,526.4,5.173
3172.1,526.8,5.168
3174.5,527.2,5.163
3176.9,527.6,5.159
3179.3,528.0,5.155
3181.7,528.3,5.151
3184.1,528.8,5.148
3186.5,529.1,5.144
3188.9,529.5,5.141
3191.3,529.9,5.137
3193.7,530.3,5.132
3196.1,530.7,5.129
3198.5,531.1,5.124
3200.9,531.5,5.119
3203.3,531.9,5.114
3205.7,532.3,5.110
3208.1,532.7,5.106
3210.5,533.1,5.101
3212.9,533.5,5.096
3215.3,533.9,5.091
3217.7,534.3,5.087
3220.1,534.7,5.082
3222.5,535.0,5.077
3224.9,535.4,5.073
3227.3,535.8,5.069
3229.7,536.2,5.063
3232.1,536.6,5.059
3234.5,537.0,5.055
3236.9,537.4,5.050
3239.3,537.8,5.045
3241.7,538.2,5.039
3244.1,538.6,5.033
3246.5,539.0,5.029
3248.9,539.4,5.024
3251.3,539.8,5.020
3253.7,540.2,5.015
3256.1,540.6,5.009
3258.5,541.0,5.003
3260.9,541.4,4.998
3263.3,541.7,4.993
3265.7,542.1,4.988
3268.1,542.5,4.983
3270.5,542.9,4.978
3272.9,543.3,4.973
3275.3,543.7,4.967
3277.7,544.1,4.962
3280.1,544.5,4.955
3282.5,544.9,4.950
3284.9,545.3,4.945
3287.3,545.7,4.939
3289.7,546.1,4.933
3292.1,546.5,4.928
3294.5,546.9,4.923
3296.9,547.3,4.917
3299.3,547.7,4.912
3301.7,548.1,4.907
3304.1,548.5,4.903
3306.5,548.9,4.898
3308.9,549.3,4.893
3311.3,549.7,4.886
3313.7,550.0,4.881
3316.1,550.4,4.875
3318.5,550.8,4.869
3320.9,551.2,4.863
3323.3,551.6,4.857
3325.7,552.0,4.851
3328.1,552.4,4.845
3330.5,552.8,4.841
3332.9,553.2,4.835
3335.3,553.6,4.829
3337.7,554.0,4.822
3340.1,554.4,4.815
3342.5,554.8,4.810
3344.9,555.2,4.804
3347.3,555.6,4.799
3349.7,556.0,4.794
3352.1,556.4,4.788
3354.5,556.8,4.781
3356.9,557.2,4.775
3359.3,557.5,4.770
3361.7,557.9,4.764
3364.1,558.3,4.757
3366.5,558.7,4.750
3368.9,559.1,4.744
3371.3,559.5,4.735
3373.7,559.9,4.728
3376.1,560.3,4.722
3378.5,560.7,4.715
3380.9,561.1,4.709
3383.3,561.5,4.703
3385.7,561.9,4.697
3388.1,562.3,4.691
3390.5,562.7,4.685
3392.9,563.1,4.679
3395.3,563.5,4.673
3397.7,563.9,4.666
3400.1,564.3,4.658
3402.5,564.6,4.652
3404.9,565.0,4.645
3407.3,565.4,4.639
3409.7,565.8,4.632
3412.1,566.2,4.624
3414.5,566.6,4.616
3416.9,567.0,4.609
3419.3,567.4,4.603
3421.7,567.8,4.596
3424.1,568.2,4.587
3426.5,568.6,4.580
3428.9,569.0,4.574
3431.3,569.4,4.567
3433.7,569.8,4.560
3436.1,570.2,4.553
3438.5,570.6,4.549
3440.9,570.9,4.541
3443.3,571.3,4.532
3445.7,571.7,4.524
3448.1,572.1,4.518
3450.5,572.5,4.511
3452.9,572.9,4.504
3455.3,573.3,4.495
3457.7,573.7,4.487
3460.1,574.1,4.479
3462.5,574.5,4.471
3464.9,574.9,4.463
3467.3,575.3,4.456
3469.7,575.7,4.448
3472.1,576.1,4.440
3474.5,576.5,4.433
3476.9,576.9,4.426
3479.3,577.3,4.417
3481.7,577.6,4.410
3484.1,578.0,4.401
3486.5,578.4,4.394
3488.9,578.8,4.384
3491.3,579.2,4.377
3493.7,579.6,4.368
3496.1,580.0,4.359
3498.5,580.4,4.350
3500.9,580.8,4.341
3503.3,581.2,4.333
3505.7,581.6,4.324
3508.1,582.0,4.315
3510.5,582.4,4.307
3512.9,582.8,4.298
3515.3,583.2,4.289
3517.7,583.6,4.280
3520.1,584.0,4.271
3522.5,584.4,4.261
3524.9,584.7,4.252
3527.3,585.2,4.242
3529.7,585.5,4.232
3532.1,585.9,4.222
3534.5,586.3,4.213
3536.9,586.7,4.202
3539.3,587.1,4.193
3541.7,587.5,4.183
3544.1,587.9,4.173
3546.5,588.3,4.163
3548.9,588.7,4.153
3551.3,589.1,4.142
3553.7,589.5,4.132
3556.1,589.9,4.122
3558.5,590.3,4.111
3560.9,590.7,4.101
3563.3,591.1,4.088
3565.7,591.5,4.076
3568.1,591.9,4.065
3570.5,592.3,4.054
3572.9,592.7,4.042
3575.3,593.1,4.031
3577.7,593.4,4.020
3580.1,593.8,4.009
3582.5,594.2,3.998
3584.9,594.6,3.987
3587.3,595.0,3.976
3589.7,595.4,3.965
3592.1,595.8,3.954
3594.5,596.2,3.942
3596.9,596.6,3.931
3599.3,597.0,3.919
3601.7,597.4,3.909
3604.1,597.8,3.896
3606.5,598.2,3.883
3608.9,598.6,3.872
3611.3,599.0,3.862
3613.7,599.4,3.852
3616.1,599.8,3.842
3618.5,600.2,3.831
3620.9,600.6,3.820
3623.3,600.9,3.810
3625.7,601.3,3.799
3628.1,601.7,3.785
3630.5,602.1,3.770
3632.9,602.5,3.755
3635.3,602.9,3.744
3637.7,603.3,3.734
3640.1,603.7,3.723
3642.5,604.1,3.712
3644.9,604.5,3.700
3647.3,604.9,3.689
3649.7,605.3,3.676
3652.1,605.7,3.664
3654.5,606.1,3.651
3656.9,606.5,3.639
3659.3,606.9,3.627
3661.7,607.3,3.616
3664.1,607.7,3.603
3666.5,608.1,3.592
3668.9,608.5,3.579
3671.3,608.9,3.567
3673.7,609.3,3.555
3676.1,609.6,3.542
3678.5,610.0,3.530
3680.9,610.4,3.518
3683.3,610.8,3.505
3685.7,611.2,3.491
3688.1,611.6,3.476
3690.5,612.0,3.463
3692.9,612.4,3.448
3695.3,612.8,3.437
3697.7,613.2,3.426
3700.1,613.6,3.415
3702.5,614.0,3.404
3704.9,614.4,3.389
3707.3,614.8,3.373
3709.7,615.2,3.359
3712.1,615.6,3.344
3714.5,616.0,3.331
3716.9,616.4,3.317
3719.3,616.8,3.304
3721.7,617.2,3.290
3724.1,617.6,3.276
3726.5,617.9,3.261
3728.9,618.4,3.248
3731.3,618.7,3.233
3733.7,619.1,3.219
3736.1,619.5,3.204
3738.5,619.9,3.190
3740.9,620.3,3.175
3743.3,620.7,3.161
3745.7,621.1,3.145
3748.1,621.5,3.129
3750.5,621.9,3.114
3752.9,622.3,3.099
3755.3,622.7,3.084
3757.7,623.1,3.069
3760.1,623.5,3.053
3762.5,623.9,3.038
3764.9,624.3,3.022
3767.3,624.7,3.005
3769.7,625.1,2.989
3772.1,625.5,2.973
3774.5,625.9,2.956
3776.9,626.2,2.940
3779.3,626.6,2.924
3781.7,627.0,2.906
3784.1,627.4,2.889
3786.5,627.8,2.871
3788.9,628.2,2.855
3791.3,628.6,2.838
3793.7,629.0,2.820
3796.1,629.4,2.804
3798.5,629.8,2.786
3800.9,630.2,2.768
3803.3,630.6,2.750
3805.7,631.0,2.733
3808.1,631.4,2.715
3810.5,631.8,2.697
3812.9,632.2,2.680
3815.3,632.6,2.662
3817.7,633.0,2.645
3820.1,633.4,2.627
3822.5,633.8,2.611
3824.9,634.2,2.594
3827.3,634.6,2.576
3829.7,634.9,2.559
3832.1,635.3,2.542
3834.5,635.7,2.526
3836.9,636.1,2.510
3839.3,636.5,2.494
3841.7,636.9,2.478
3844.1,637.3,2.463
3846.5,637.7,2.446
3848.9,638.1,2.430
3851.3,638.5,2.416
3853.7,638.9,2.402
3856.1,639.3,2.387
3858.5,639.7,2.373
3860.9,640.1,2.362
3863.3,640.5,2.351
3865.7,640.9,2.342
3868.1,641.3,2.332
3870.5,641.8,2.322
3872.9,642.2,2.311
3875.3,642.6,2.301
3877.7,643.0,2.290
3880.1,643.4,2.280
3882.5,643.8,2.270
3884.9,644.2,2.260
3887.3,644.6,2.251
3889.7,645.0,2.243
3892.1,645.4,2.235
3894.5,645.8,2.229
3896.9,646.2,2.221
3899.3,646.6,2.215
3901.7,647.0,2.209
3904.1,647.3,2.204
3906.5,647.7,2.199
3908.9,648.1,2.194
3911.3,648.5,2.191
3913.7,648.9,2.187
3916.1,649.3,2.184
3918.5,649.7,2.181
3920.9,650.1,2.178
3923.3,650.5,2.175
3925.7,650.8,2.173
3928.1,651.2,2.171
3930.5,651.6,2.169
3932.9,652.0,2.167
3935.3,652.4,2.164
3937.7,652.8,2.162
3940.1,653.2,2.160
3942.5,653.6,2.159
3944.9,654.0,2.156
3947.3,654.4,2.155
3949.7,654.7,2.153
3952.1,655.1,2.151
3954.5,655.5,2.149
3956.9,655.9,2.148
3959.3,656.3,2.146
3961.7,656.7,2.145
3964.1,657.1,2.142
3966.5,657.5,2.141
3968.9,657.9,2.140
3971.3,658.3,2.138
3973.7,658.7,2.136
3976.1,659.1,2.134
3978.5,659.5,2.132
3980.9,659.9,2.130
3983.3,660.2,2.128
3985.7,660.6,2.127
3988.1,661.0,2.125
3990.5,661.4,2.124
3992.9,661.8,2.122
3995.3,662.2,2.122
3997.7,662.6,2.122
4000.1,663.0,2.121
4002.5,663.4,2.120
4004.9,663.8,2.118
4007.3,664.2,2.117
4009.7,664.6,2.116
4012.1,665.0,2.113
4014.5,665.4,2.111
4016.9,665.8,2.110
4019.3,666.2,2.108
4021.7,666.6,2.106
4024.1,667.0,2.105
4026.5,667.4,2.103
4028.9,667.8,2.101
4031.3,668.2,2.099
4033.7,668.6,2.098
4036.1,669.0,2.096
4038.5,669.4,2.094
4040.9,669.8,2.093
4043.3,670.2,2.092
4045.7,670.6,2.090
4048.1,671.0,2.089
4050.5,671.4,2.087
4052.9,671.8,2.086
4055.3,672.2,2.085
4057.7,672.6,2.083
4060.1,673.0,2.081
4062.5,673.4,2.080
4064.9,673.8,2.079
4067.3,674.2,2.078
4069.7,674.6,2.076
4072.1,675.0,2.074
4074.5,675.4,2.073
4076.9,675.8,2.071
4079.3,676.1,2.069
4081.7,676.5,2.068
4084.1,676.9,2.066
4086.5,677.3,2.064
4088.9,677.7,2.063
4091.3,678.1,2.061
4093.7,678.5,2.060
4096.1,678.9,2.058
4098.5,679.3,2.057
4100.9,679.7,2.055
4103.3,680.1,2.053
4105.7,680.5,2.051
4108.1,680.9,2.049
4110.5,681.3,2.047
4112.9,681.7,2.046
4115.3,682.1,2.044
4117.7,682.5,2.043
4120.1,682.9,2.041
4122.5,683.3,2.042
4124.9,683.7,2.041
4127.3,684.1,2.040
4129.7,684.5,2.039
4132.1,684.9,2.037
4134.5,685.3,2.035
4136.9,685.7,2.034
4139.3,686.1,2.033
4141.7,686.5,2.031
4144.1,686.9,2.029
4146.5,687.3,2.029
4148.9,687.7,2.027
4151.3,688.1,2.026
4153.7,688.5,2.024
4156.1,688.9,2.023
4158.5,689.2,2.022
4160.9,689.7,2.020
4163.3,690.0,2.019
4165.7,690.4,2.017
4168.1,690.8,2.015
4170.5,691.2,2.014
4172.9,691.6,2.012
4175.3,692.0,2.011
4177.7,692.4,2.009
4180.1,692.8,2.007
4182.5,693.2,2.006
4184.9,693.6,2.004
4187.3,694.0,2.002
4189.7,694.4,2.001
4192.1,694.8,1.999
4194.5,695.2,1.998
4196.9,695.6,1.995
4199.3,696.0,1.994
4201.7,696.4,1.993
4204.1,696.8,1.991
4206.5,697.2,1.990
4208.9,697.6,1.989
4211.3,698.0,1.988
4213.7,698.4,1.987
4216.1,698.8,1.986
4218.5,699.2,1.983
4220.9,699.6,1.982
4223.3,700.0,1.981
4225.7,700.4,1.980
4228.1,700.8,1.979
4230.5,701.2,1.977
4232.9,701.6,1.975
4235.3,702.0,1.974
4237.7,702.4,1.971
4240.1,702.8,1.970
4242.5,703.1,1.969
4244.9,703.6,1.967
4247.3,704.0,1.966
4249.7,704.4,1.964
